Airport,Latitude,Longitude
BTZ,40.23,29.02
BUA,-5.25,154.6
BUB,41.78,-99.13
BUC,-17.748611,139.534444
BUD,47.436933,19.255592
BUE,-34.67,-58.63
BUF,42.940525,-78.732167
BUG,-12.609025,13.403711
BUH,44.5,26.08
BUI,-3.717,138.7
BUJ,35.3325,4.206389
BUK,15.83,43.77
BUL,-7.2,146.7
BUM,38.25,-94.32
BUN,3.819628,-76.989767
BUO,9.517,45.57
BUP,30.270139,74.755772
BUQ,-20.017431,28.617869
BUR,34.200667,-118.358667
BUS,41.97,41.73
BUT,53.42,-2.583
BUU,6.267,-7.05
BUV,-30.33,-57.08
BUW,-5.467,122.6
BUX,1.565719,30.220833
BUY,-33.32,115.6
BUZ,28.944811,50.834637
BVA,49.454444,2.112778
BVB,2.846311,-60.690069
BVC,16.136531,-22.888897
BVD,66.36,-147.4
BVE,45.150833,1.469167
BVF,-16.8,178.6
BVG,70.87,29
BVH,-12.694375,-60.098269
BVI,-25.97,139.3
BVK,-13.55,-63.8
BVL,-13.58,-63.62
BVM,-15.85,-38.9
BVO,36.77,-96
BVP,-5.383,141.7
BVR,14.87,-24.73
BVS,-1.667,-50.47
BVU,65.17,-152.1
BVW,-12.45,143.3
BVX,35.77,-91.65
BVY,42.584167,-70.916528
BVZ,-17.98,125.5
BWA,27.505703,83.41625
BWB,-20.864444,115.406111
BWC,32.98,-115.5
BWD,31.8,-98.95
BWE,52.319167,10.556111
BWF,54.131167,-3.263667
BWG,36.964517,-86.419681
BWH,5.3,100.3
BWI,39.175361,-76.668333
BWJ,-6.4,146.9
BWK,43.28,16.68
BWL,36.8,-97.28
BWM,46.13,-103.6
BWN,4.9442,114.928353
BWO,51.87,47.75
BWP,-3.083,141.1
BWQ,-29.97,146.8
BWS,48.97,-122.8
BWT,-41,145.7
BWU,-33.924444,150.988333
BWW,22.62,-79.15
BWY,52.1,1.317
BXA,30.78,-89.87
BXB,-2.532242,133.438894
BXC,42.48,-71.53
BXD,-7.167,139.6
BXE,14.847256,-12.468264
BXF,-17.55,128.3
BXG,-36.73,144.3
BXH,46.88,75.02
BXI,9.517,-6.483
BXJ,46.88,75.02
BXK,33.37,-112.6
BXL,-16.93,177.4
BXM,-2.283,139.6
BXN,37.13,27.67
BXO,46.97,8.433
BXR,29.084169,58.450042
BXS,33.25,-116.3
BXT,0.1333,117.5
BXU,8.951322,125.477972
BXV,64.8,-13.83
BXX,9.967,43.12
BXZ,-5.717,147.9
BYA,64.08,-141.1
BYB,25.62,56.25
BYC,-21.960925,-63.651669
BYD,14.13,46.55
BYF,49.97,2.693
BYG,44.35,-106.7
BYH,35.964347,-89.943956
BYI,42.53,-113.8
BYK,7.7388,-5.073667
BYL,7.367,-10
BYM,20.396331,-76.621494
BYN,46.33,100.7
BYO,-21.23,-56.46
BYQ,3.467,117.9
BYR,55.58,12.13
BYS,35.28,-116.6
BYT,51.68,-9.45
BYU,49.984428,11.638569
BYW,48.58,-122.8
BYX,-13.2,136.2
BZA,13.95,-84.6
BZB,-11.35,40.35
BZC,-22.77,-41.95
BZD,-34.63,143.6
BZE,17.539144,-88.308203
BZF,40.58,-122.4
BZG,53.5,18
BZH,-16.82,28.35
BZI,39.619258,27.925958
BZK,53.214194,34.176447
BZL,22.801031,90.301164
BZM,51.5,4.283
BZN,45.777464,-111.152981
BZO,46.460194,11.326383
BZP,-15.22,144.6
BZR,43.323522,3.353903
BZS,-22.770972,-41.962861
BZT,29.05,-95.57
BZU,2.818347,24.793706
BZV,-4.2517,15.253031
BZY,47.75,27.93
BZZ,51.749964,-1.583617
CAA,14.88,-85.88
CAB,-5.596992,12.188353
CAC,-25.000339,-53.500764
CAD,44.27,-85.42
CAE,33.938833,-81.119528
CAF,-4.9,-66.92
CAG,39.251469,9.054283
CAH,9.167,105.2
CAI,30.121944,31.405556
CAJ,6.231989,-62.854433
CAK,40.916083,-81.442194
CAL,55.42,-5.6
CAM,-20.02,-63.57
CAN,23.392436,113.298786
CAO,36.45,-103.2
CAP,19.732989,-72.194739
CAQ,7.6,-75.25
CAR,46.8715,-68.017917
CAS,33.57,-7.667
CAT,24.45,-75.5
CAU,-8.283,-35.97
CAV,-11.88,22.93
CAW,-21.698333,-41.301669
CAX,54.9375,-2.809167
CAY,4.819808,-52.360447
CAZ,-31.538333,145.793889
CBA,57.72,-135.2
CBB,-17.421058,-66.177114
CBC,-18.67,125.4
CBD,9.167,92.78
CBE,39.6,-78.77
CBF,41.27,-95.87
CBG,52.205,0.175
CBH,31.645744,-2.269861
CBI,-40.33,148.2
CBJ,17.928981,-71.644769
CBK,39.42,-101.1
CBL,8.121898,-63.537353
CBM,33.643833,-88.443833
CBN,-6.75,108.5
CBO,7.2,124.2
CBP,40.15,-8.467
CBQ,4.976019,8.347197
CBR,-35.306944,149.195
CBS,10.38,-71.47
CBT,-12.45,13.48
CBU,51.72,14.35
CBV,15.468958,-90.406742
CBW,-24,-52.36
CBX,-33.064444,147.209167
CBY,-19.63,140.9
CBZ,55.38,-132.4
CCA,35.28,-94.23
CCB,34.08,-117.6
CCC,22.5,-78.5
CCD,34.06,-118.4
CCE,18.07,-63.03
CCF,43.215978,2.306317
CCG,31.4,-102.4
CCH,-46.583341,-71.687405
CCI,-27.25,-52.03
CCJ,11.136839,75.9553
CCK,-12.188333,96.833889
CCL,-26.78,150.6
CCM,-28.725817,-49.424739
CCN,34.53,65.27
CCO,4.567,-71.33
CCP,-36.77265,-73.063106
CCQ,-12.6,-38.97
CCR,37.98,-122.1
CCS,10.603117,-66.990583
CCT,-37.85,-67.87
CCU,22.654739,88.446722
CCV,-16.2,167.5
CCW,-33.67,136.9
CCX,-16.1,-57.65
CCY,43.07,-92.67
CCZ,25.417108,-77.88085
CDA,-12.9,132.5
CDB,55.206061,-162.725436
CDC,37.700967,-113.098847
CDD,15.32,-83.6
CDE,8.233,-77.33
CDF,46.75,12.33
CDG,49.012779,2.55
CDH,33.62,-92.77
CDI,-20.84,-41.19
CDJ,-8.348347,-49.301528
CDK,29.13,-83.03
CDL,65.9,-161.9
CDN,34.27,-80.6
CDO,-32.13,25.6
CDP,14.509961,78.772833
CDQ,-18.3,142.3
CDR,42.83,-103.1
CDS,34.42,-100.2
CDU,-34.040278,150.687222
CDV,60.491778,-145.477556
CDW,40.87,-74.28
CDY,7.017,118.5
CDZ,36.53,-6.3
CEA,37.65,-97.25
CEB,7.165242,124.209619
CEC,41.780158,-124.236533
CED,-32.13,133.7
CEE,59.28,38.07
CEF,42.194014,-72.534783
CEG,53.178056,-2.977778
CEH,-10.55,33.8
CEI,19.952342,99.882928
CEJ,51.5,31.3
CEK,55.305836,61.503333
CEL,24.95,-76.45
CEM,65.57,-144.8
CEN,27.392639,-109.833111
CEO,-13.33,14.5
CEP,-16.23,-62.08
CEQ,43.54205,6.953478
CER,49.650106,-1.470281
CES,-32.7875,151.341667
CET,47.082136,-0.877064
CEU,34.67,-82.88
CEV,39.63,-85.13
CEW,30.778833,-86.522111
CEX,65.05,-146.1
CEY,36.67,-88.37
CEZ,37.32,-108.6
CFA,58.22,-157.5
CFB,-22.93,-42.08
CFC,-26.79,-50.94
CFD,30.67,-96.37
CFE,45.786661,3.169169
CFF,-12.78,15.72
CFG,22.15,-80.414167
CFH,-26.52,139.5
CFI,-17.15,131.4
CFK,36.21,1.332
CFN,55.05,-8.333
CFO,-10.63,-51.57
CFP,-18.78,144.4
CFQ,49.04,-116.5
CFR,49.173333,-0.45
CFS,-30.320556,153.116389
CFT,32.95,-109.2
CFU,39.601944,19.911667
CFV,37.03,-95.62
CGA,55.48,-133.2
CGB,-15.652931,-56.116719
CGC,-5.45,148.4
CGD,29.03,111.7
CGE,38.55,-76.03
CGF,41.565125,-81.486356
CGG,14.58,121
CGH,-23.626692,-46.655375
CGI,37.225317,-89.570753
CGJ,-12.53,27.87
CGK,-6.133,106.7
CGM,9.253525,124.707075
CGN,50.865917,7.142744
CGO,34.519672,113.840889
CGP,22.249611,91.813286
CGQ,43.996214,125.685356
CGR,-20.468667,-54.6725
CGS,39,-76.92
CGT,20.45,-12.37
CGU,8.583,-64.22
CGV,-32.27,125.5
CGX,41.85,-87.6
CGY,8.415619,124.611219
CGZ,32.88,-111.8
CHA,35.035278,-85.203808
CHB,35.42,74.08
CHC,-43.489358,172.532225
CHD,33.32,-111.9
CHE,51.95,-10.22
CHF,35.13,128.7
CHG,41.6,120.4
CHH,-6.201806,-77.856064
CHI,41.78,-87.75
CHJ,-20.2,32.63
CHK,35.03,-97.97
CHL,44.5,-114.2
CHM,-9.149614,-78.52385
CHN,36.7166,127.499119
CHO,38.138639,-78.452861
CHP,65.47,-144.6
CHQ,35.531747,24.149678
CHR,46.862194,1.730667
CHS,32.898647,-80.040528
CHT,-43.81,-176.457222
CHU,61.67,-159.3
CHV,41.73,-7.467
CHW,39.85,98.42
CHX,9.458636,-82.516806
CHY,-6.7,156.5
CHZ,42.58,-121.9
CIA,41.799361,12.594936
CIB,33.37,-118.4
CIC,39.8,-121.9
CID,41.884694,-91.710806
CIE,-33.35,116.2
CIF,42.33,119
CIG,40.5,-107.6
CIH,36.18,113.1
CIJ,-11.040436,-68.782972
CIK,66.65,-143.8
CIL,64.9,-163.7
CIM,6.483,-74.03
CIN,42.05,-94.78
CIO,-23.43,-57.42
CIP,-13.55,32.6
CIQ,14.8,-89.55
CIR,37,-89.18
CIS,-2.768122,-171.710394
CIT,42.364167,69.478889
CIU,46.250753,-84.472386
CIV,55.22,-132.2
CIW,12.699042,-61.342431
CIX,-6.787475,-79.828097
CIY,37,14.6
CIZ,-4.083,-63.13
CJA,-7.133,-78.5
CJB,11.030031,77.043383
CJC,-22.498175,-68.903575
CJD,2.067,-74.58
CJH,51.83,-124
CJI,38.98,-3.917
CJJ,36.72,127.5
CJL,35.886592,71.800578
CJM,10.7112,99.361706
CJN,32.8,-117
CJS,31.636133,-106.428667
CJT,16.17,-92.05
CJU,33.511306,126.493028
CKA,42.75,-95.55
CKB,39.296639,-80.228083
CKC,49.42,32
CKD,61.87,-158.1
CKE,39.03,-122.8
CKG,29.719217,106.641678
CKH,70.63,147.9
CKI,-11.08,132.5
CKK,36.28,-91.5
CKL,66.25,33.75
CKM,34.2,-90.57
CKN,47.85,-96.62
CKO,-23.15,-50.6
CKR,48.6,-123
CKS,-6.117806,-50.003472
CKT,36.501178,61.064903
CKU,60.54,-145.7
CKV,36.62,-87.42
CKX,64.08,-141.9
CKY,9.576889,-13.611961
CKZ,40.137722,26.426777
CLA,23.43,91.18
CLB,53.87,-9.283
CLC,29.55,-95.13
CLD,33.13,-117.3
CLE,41.411689,-81.849794
CLG,36.15,-120.4
CLH,-31.83,149.7
CLI,44.62,-88.77
CLJ,46.785167,23.686167
CLK,35.54,-98.93
CLL,30.588583,-96.363833
CLM,48.120194,-123.499694
CLN,-7.320444,-47.458667
CLO,3.543222,-76.381583
CLP,58.85,-158.5
CLQ,19.277011,-103.577397
CLR,33.13,-115.5
CLS,46.68,-123
CLT,35.214,-80.943139
CLU,39.261919,-85.896344
CLV,-17.72,-48.6
CLW,27.97,-82.8
CLX,-25.33,-57.67
CLY,42.530753,8.793189
CLZ,8.924656,-67.417094
CMA,-28.03,145.622222
CMB,7.180756,79.884117
CMC,-2.9,-40.83
CMD,-34.623889,148.028056
CME,18.653739,-91.799017
CMF,45.63805,5.880225
CMG,-19.011931,-57.673053
CMH,39.997972,-82.891889
CMI,40.03925,-88.278056
CMJ,23.25,119.4
CMK,-14.3,35.13
CML,-19.92,138.1
CMM,17.5,-90.17
CMN,33.367467,-7.589967
CMO,5.367,48.52
CMP,-9.333,-50.33
CMQ,-22.773056,147.620556
CMR,48.109853,7.359011
CMS,10.5,50.45
CMT,-2.25,-49.5
CMU,-5.983,145
CMV,-36.75,175.5
CMW,21.420428,-77.847433
CMX,47.168417,-88.489061
CMY,43.96,-90.74
CMZ,-17.82,35.33
CNA,30.98,-110.3
CNB,-30.983333,148.375556
CNC,-10.05,143.1
CND,44.362222,28.488333
CNE,38.42,-105.1
CNF,-19.63375,-43.968856
CNG,45.658333,-0.3175
CNH,43.37,-72.37
CNI,39.27,122.5
CNJ,-20.668611,140.504444
CNK,39.55,-97.65
CNL,57.48,10.22
CNM,32.337472,-104.263278
CNN,56.87,124.9
CNO,34.02,-117.7
CNP,70.73,-22.65
CNQ,-27.445503,-58.761864
CNR,-26.332542,-70.607308
CNS,-16.885833,145.755278
CNT,-27.22,-61.22
CNU,37.68,-95.45
CNV,-15.63,-38.87
CNW,31.55,-97.17
CNX,18.766847,98.962644
CNY,38.77,-109.8
CNZ,-13.68,19.88
COA,38.03,-120.4
COB,-15.67,131
COC,-31.296944,-57.996631
COD,44.52,-109
COE,47.77,-116.8
COF,28.234922,-80.610125
COG,5.1,-76.62
COH,26.330508,89.467203
COI,28.13,-80.63
COJ,-31.3325,149.267222
COK,9.947386,76.273081
COL,56.62,-6.617
COM,31.83,-99.43
CON,43.2,-71.53
COO,6.357228,2.384353
COP,42.72,-74.93
COQ,48.07,114.5
COR,-31.323619,-64.207953
COS,38.805805,-104.700778
COT,28.43,-99.23
COU,38.818094,-92.219631
COV,40.28,-7.5
COW,-32.8,-70.63
COX,24.158933,-77.589758
COY,-21.8,117.8
COZ,18.9,-70.72
CPA,4.383,-7.7
CPB,8.633,-77.33
CPC,-40.075383,-71.137294
CPD,-29.04,134.720833
CPE,19.816794,-90.500314
CPF,-7.183,111.5
CPG,-40.8,-62.98
CPH,55.617917,12.655972
CPI,-5.433,152.1
CPL,3.7,-75.75
CPM,33.9,-118.2
CPN,-10.18,148.4
CPO,-27.15,-70.47
CPQ,-22.9,-47.1
CPR,42.908,-106.464417
CPS,38.57,-90.17
CPT,-33.964806,18.601667
CPU,-1.8,-44.87
CPV,-7.269917,-35.896364
CPX,18.32,-65.3
CQA,-13.57,-52.27
CQD,32.3,50.84
CQF,50.962097,1.954764
CQP,-18.2,147.5
CQS,-10.87,-61.95
CQT,2.152175,-74.76635
CRA,44.318139,23.888611
CRB,-29.52,148.6
CRC,4.758181,-75.955753
CRD,-45.785347,-67.465508
CRE,33.7,-78.97
CRF,4.933,15.9
CRG,30.33,-81.5
CRH,-27.65,152
CRI,22.745561,-74.182353
CRJ,-31.9,132.3
CRK,10,121
CRL,50.459197,4.453817
CRM,12.502417,124.635778
CRN,57.65,-4.05
CRO,36.1,-119.6
CRP,27.770361,-97.501222
CRQ,-17.652283,-39.253069
CRR,-29.87,-61.83
CRS,32.1,-96.47
CRT,33.13,-91.97
CRU,12.47,-61.47
CRV,38.997225,17.080169
CRW,38.373147,-81.593189
CRX,34.9,-88.6
CRY,-15.7,128.5
CRZ,39.083333,63.613333
CSA,56.08,-6.167
CSB,45.42,22.253333
CSC,10.42,-85.12
CSD,-17.97,135.9
CSE,38.87,-107
CSF,49.253547,2.519139
CSG,32.516333,-84.938861
CSH,65.13,35.65
CSI,-28.882778,153.066944
CSJ,10.35,107.1
CSK,12.4102,-16.746125
CSL,35.32,-120.7
CSM,35.52,-98.98
CSN,39.2,-119.7
CSO,51.85,11.42
CSP,58.2,-136.6
CSQ,41.07,-94.37
CSR,5.833,-68.13
CSS,-19.15,-51.75
CST,-17.62,177.1
CSU,-22.93235,-43.719092
CSV,35.951292,-85.084978
CSW,-13.17,-61.08
CSX,28.189158,113.219633
CSY,56.090269,47.34725
CSZ,-37.43,-67.88
CTA,37.466781,15.0664
CTB,48.608353,-112.376144
CTC,-28.593214,-65.750925
CTD,7.967,-80.43
CTE,9.317,-79.1
CTF,15.01,-91.5
CTG,10.442381,-75.512961
CTH,39.97,-75.82
CTI,-15.17,19.17
CTK,43.3,-96.58
CTL,-26.413334,146.2625
CTM,18.504667,-88.326847
CTN,-15.444722,145.184444
CTO,40.92,-72.75
CTP,-1.25,-46.02
CTQ,-18.83,-50.13
CTR,-17.58,131
CTS,42.7752,141.692283
CTT,43.252506,5.785189
CTU,30.578528,103.947086
CTW,34.73,-112
CTX,42.6,-76.17
CTY,29.65,-83.12
CTZ,35,-78.33
CUA,25.05,-111.7
CUB,33.95,-81.12
CUC,7.927567,-72.511547
CUD,-26.8,153.2
CUE,-2.889467,-78.984397
CUF,44.547019,7.623217
CUG,-33.3,148.7
CUH,35.98,-96.77
CUI,4.667,-72
CUJ,11.88,120
CUK,17.77,-88
CUL,24.764547,-107.474717
CUM,10.450333,-64.130472
CUN,21.036528,-86.877083
CUO,1.033,-71.23
CUP,10.660014,-63.261681
CUQ,-13.78,143.1
CUR,12.188853,-68.959803
CUS,31.83,-107.6
CUT,-38.939683,-69.264642
CUU,28.702875,-105.964567
CUV,8.767,-72.55
CUW,58.35,-133.8
CUX,27.72,-97.51
CUY,-27.45,117.9
CUZ,-13.535722,-71.938781
CVA,40.35,-79.93
CVB,-4.8,144.7
CVC,-33.709722,136.504722
CVE,9.400925,-75.691317
CVF,45.5,6.667
CVG,39.048836,-84.667822
CVH,-37.92,-71
CVI,-46.43,-67.52
CVJ,18.834764,-99.2613
CVL,-9.7,150.1
CVM,23.703336,-98.956486
CVN,34.42,-103.1
CVO,44.497194,-123.289831
CVQ,-24.880556,113.672222
CVR,34.02,-118.4
CVS,34.382775,-103.322147
CVT,52.369722,-1.479722
CVU,39.7,-31.1
CWA,44.77,-89.67
CWB,-25.528475,-49.175775
CWC,48.259322,25.980831
CWF,30.21,-93.15
CWG,32.83,-84.88
CWI,41.83,-90.35
CWL,51.396667,-3.343333
CWO,32.78,-98.06
CWP,33.77,72.37
CWR,-27.72,138.3
CWS,47.6,-122.3
CWT,-33.844722,148.648889
CWW,-35.994722,146.356667
CWX,32.25,-109.9
CXA,7.626078,-66.164917
CXB,21.452194,91.963889
CXC,61.57,-144.4
CXF,67.27,-150.2
CXH,49.3,-123.1
CXI,1.986161,-157.349778
CXJ,-29.197064,-51.187536
CXL,32.669502,-115.51333
CXN,11.83,49.95
CXO,30.351833,-95.414467
CXP,-7.733,109
CXQ,-18.92,125.9
CXR,11.99,109.2
CXT,-20.043056,146.273056
CXY,24.3,-75.45
CYA,20.545994,-100.88655
CYB,19.686981,-79.882789
CYC,17.7,-88.03
CYE,41.2,-75.82
CYF,60.2,-164.2
CYG,-36.182778,147.887778
CYI,23.461779,120.39283
CYL,15.48,-86.68
CYM,57.51,-134.9
CYO,21.616453,-81.545989
CYP,12.072706,124.545092
CYR,-34.17,-57.5
CYS,41.155722,-104.811839
CYT,60.08,-142.5
CYU,10.85,121
CYW,20.55,-100.9
CYX,68.75,161.4
CYZ,16.92,121.8
CZA,20.641294,-88.446219
CZB,-28.63,-53.5
CZC,61.95,-145.3
CZE,11.414867,-69.681656
CZF,61.73,-166
CZH,18.33,-88.5
CZJ,9.017,-77.98
CZK,45.67,-121.9
CZL,36.276028,6.620386
CZM,20.522403,-86.925644
CZN,62.08,-142.1
CZO,62.57,-144.7
CZP,55.97,-133.8
CZS,-7.599906,-72.769489
CZT,28.52,-99.87
CZU,9.332742,-75.285594
CZW,50.885,19.204722
CZX,31.75,120
CZY,-24.5,139.5
CZZ,2.367,9.817
DAA,38.72,-77.18
DAB,29.179917,-81.058056
DAC,23.843333,90.397781
DAD,16.043917,108.19937
DAE,27.5,94.33
DAF,-4.733,145
DAG,34.85,-116.8
DAH,13.87,46.13
DAI,27.03,88.27
DAJ,-9.433,142.5
DAK,25.41,29
DAL,32.847111,-96.851778
DAM,33.410636,36.514267
DAN,36.572861,-79.336111
DAO,-8.417,147.8
DAP,29.67,80.5
DAR,-6.878111,39.202625
DAS,42.18,-119.7
DAT,36.93,101.7
DAU,-9.083,143.2
DAV,8.391003,-82.434992
DAX,31.3,107.5
DAY,39.902375,-84.219375
DAZ,38.47,70.88
DBA,28.88,64.43
DBB,30.92,28.46
DBD,23.8,86.45
DBM,10.28,37.77
DBN,32.55,-82.98
DBO,-32.216667,148.574722
DBP,-6.283,141.9
DBQ,42.402,-90.709472
DBS,44.17,-112.2
DBT,11.97,38
DBU,7.851,80.65
DBV,42.561353,18.268244
DBY,-27.155278,151.267222
DCA,38.852083,-77.037722
DCF,15.336719,-61.392211
DCI,39.354222,8.972481
DCK,66.93,-156.9
DCM,43.55625,2.289183
DCN,-17.58,123.8
DCR,40.83,-84.93
DCT,22.18,-75.73
DCU,34.6,-86.98
DDC,37.763447,-99.965606
DDG,40.2,124.3
DDI,-20.17,148.2
DDM,-8.75,147.5
DDN,-16.92,141.3
DDP,18.5,-66.25
DDU,26.73,67.78
DEA,30.08,70.73
DEB,47.488917,21.615333
DEC,39.834564,-88.865689
DED,30.189689,78.180256
DEF,32.43,48.38
DEH,43.32,-91.83
DEI,-3.8,55.67
DEL,28.5665,77.103088
DEM,8.55,34.87
DEN,39.861656,-104.673178
DEO,42.3,-83.23
DEP,17.38,78.47
DER,-6.1,146.8
DES,-5.696697,53.655844
DET,42.409195,-83.009861
DEZ,35.285374,40.175961
DFI,41.28,-84.37
DFP,-16,143
DFW,32.896828,-97.037997
DGA,17.18,-88.58
DGB,58.08,-152.8
DGC,8.233,43.58
DGD,-27.82,117.3
DGE,-32.5625,149.611111
DGF,10,-120.2
DGG,-2.533,140.7
DGK,-22.18,35.42
DGL,31.33,-109.5
DGM,23.03,113.7
DGN,37.5,77.47
DGO,24.124194,-104.528014
DGP,55.93,29.68
DGR,-35.93,173.9
DGT,9.333714,123.300472
DGU,12.47,-3.483
DGW,42.75,-105.4
DHA,26.265417,50.152027
DHD,-27.07,141.9
DHF,24.248249,54.547722
DHI,28.25,80.67
DHL,13.73,44.72
DHM,17.38,78.47
DHN,31.321339,-85.449628
DHR,52.923353,4.780625
DHT,36.07,102.5
DIB,27.48,94.9
DIC,-8.55,125.6
DIE,-12.3494,49.291747
DIG,27.79,99.68
DIJ,47.26889,5.09
DIK,46.8,-102.8
DIL,-8.546553,125.524719
DIM,6.65,-4.7
DIN,21.38,103
DIO,65.75,-169
DIP,12.05,1.783
DIQ,-10.88,-52.17
DIR,9.6247,41.854203
DIS,-4.217,12.5
DIU,20.72,70.92
DIV,5.833,-5.367
DIW,5.991,80.73
DIY,37.893897,40.201019
DJA,9.7,1.667
DJB,-1.638017,103.644378
DJE,33.875031,10.775461
DJG,24.292767,9.452444
DJJ,-2.576953,140.516372
DJM,-2.533,14.75
DJN,64.03,-145.7
DJO,6.792808,-6.473189
DJU,64.67,-14.17
DKI,-17.93,146.2
DKK,42.48,-79.33
DKR,14.739708,-17.490225
DKS,73.52,80.37
DKV,-24.87,129.1
DLA,4.006081,9.719481
DLB,-8.45,118.8
DLC,38.965667,121.5386
DLD,60.416667,8.512778
DLE,47.039014,5.42725
DLF,29.359486,-100.777975
DLG,59.044667,-158.5055
DLH,46.842091,-92.193649
DLI,11.75,108.4
DLK,-29.02,139.5
DLL,34.42,-79.37
DLM,36.713056,28.7925
DLN,45.22,-112.6
DLO,55.13,-132.1
DLS,45.6,-121.2
DLU,25.67,100.3
DLV,-12.42,130.3
DLY,-18.7,169.2
DLZ,43.78,104.5
DMA,32.166467,-110.883144
DMB,42.853611,71.303611
DMD,-17.940278,138.821667
DME,55.408786,37.906314
DMK,13.91,100.6
DMM,26.471161,49.79789
DMN,32.262306,-107.72064
DMO,38.83,-93.42
DMR,14.53,44.43
DMT,-14.42,-56.45
DMU,25.9,93.73
DNA,26.355612,127.767633
DNB,-16.08,142.4
DNC,7.267,-8.15
DND,56.452499,-3.025833
DNE,33.17,-97.05
DNF,32.55,22.77
DNG,55.044192,-8.341
DNH,40.2,94.68
DNI,14.38,33.53
DNK,48.357222,35.100556
DNL,33.47,-82.04
DNM,-25.92,113.5
DNN,34.72,-84.87
DNO,-11.62,-46.85
DNP,28.12,82.32
DNQ,-35.55,145
DNR,48.587683,-2.079958
DNS,41.98,-95.38
DNT,33.72,-117.9
DNU,-6.15,146.7
DNV,40.2,-87.58
DNX,12,35.5
DNZ,37.785567,29.701297
DOA,-14.37,49.52
DOB,-5.767,134.2
DOC,57.88,-4.083
DOD,-6.170436,35.752578
DOE,4.017,-55.48
DOF,55.2,-132.3
DOG,19.153867,30.430094
DOH,25.261125,51.565056
DOI,-10.72,150.7
DOK,48.073611,37.739722
DOL,49.365339,0.154306
DOM,15.547028,-61.3
DON,17.63,-89.67
DOO,-9.5,147.8
DOP,29,82.82
DOR,14.03,-0.03333
DOS,-5.55,155
DOU,-22.2,-54.87
DOV,39.129539,-75.465958
DOX,-29.25,114.9
DOY,37.55,118.5
DPA,41.9,-88.25
DPE,49.93,1.083
DPG,40.2,-112.9
DPK,40.77,-73.33
DPL,8.601261,123.334481
DPO,-41.169722,146.430278
DPS,-8.75,115.2
DPU,-5.833,145.8
DRA,40.97,-117.7
DRB,-17.37,123.7
DRC,-17.97,20.78
DRD,-16.52,142.4
DRE,46.02,-83.75
DRF,60.58,-152.2
DRG,66.08,-162.8
DRH,-3.25,138.6
DRI,30.831722,-93.339917
DRJ,5.483,-54.05
DRM,41.15,24.13
DRN,-28.5,148.3
DRO,37.15,-107.8
DRR,-25.6,140.3
DRS,51.132767,13.767161
DRT,29.37,-100.9
DRU,46.62,-113.2
DRW,-12.414722,130.876667
DRY,-15.67,126.4
DSA,53.48,-1.004
DSC,5.833,10.08
DSD,16.33,-61.02
DSE,11.07,39.72
DSG,12.07,124.6
DSI,30.38,-86.53
DSK,31.909422,70.896639
DSL,8,-10.8
DSM,41.533972,-93.663083
DSN,39.85,110
DSV,43.05,-76.15
DTA,39.38,-112.5
DTD,0.7167,116.5
DTE,14.13,123
DTH,36.5,-117
DTL,46.83,-95.88
DTM,51.518314,7.612242
DTN,32.54,-93.75
DTR,47.6,-122.3
DTT,42.25,-83.38
DTW,42.212444,-83.353389
DUA,44.63,-91.97
DUB,53.421333,-6.270075
DUC,34.47,-97.97
DUD,-45.928055,170.198333
DUE,-7.4,20.82
DUF,36.25,-75.78
DUG,31.47,-109.6
DUI,51.47,6.75
DUJ,41.178267,-78.898697
DUK,-28.37,32.23
DUM,1.609194,101.433558
DUN,76.57,-68.8
DUQ,48.78,-123.7
DUR,-29.970089,30.950519
DUS,51.289453,6.766775
DUT,53.900139,-166.5435
DVA,45.88,22.92
DVK,64.51,-110.3
DVL,48.12,-98.9
DVN,41.53,-90.68
DVO,7.125522,125.645778
DVP,-24.17,141.1
DVR,-13.75,130.7
DVT,33.68,-112.1
DVX,39.13,-75.47
DWA,-13,34.13
DWB,-16.1,45.37
DWD,24.48,44.37
DWF,39.59,-84.22
DWH,30.06,-95.55
DWN,35.4,-97.62
DWS,28.53,-81.35
DXA,44.98,6.15
DXB,25.252778,55.364444
DXD,-15.17,143.7
DXR,41.38,-73.45
DYA,-22.622222,148.363889
DYG,29.13,110.5
DYL,40.32,-75.13
DYM,-23.87,141.3
DYR,64.73495,177.741483
DYS,32.420756,-99.8546
DYU,38.543333,68.825
DYW,-16.27,133.4
DZA,-12.804722,45.281113
DZI,9.6,-73.45
DZN,47.708333,67.733333
DZO,-33.358867,-56.499172
DZU,29.7,105.8
EAA,64.77,-141.2
EAB,15.3,43.97
EAE,-17.07,168.4
EAL,8.717,167.7
EAM,17.611436,44.419169
EAN,42.05,-104.9
EAP,47.6,7.533
EAR,40.73,-99.02
EAS,43.356519,-1.790611
EAT,47.4,-120.2
EAU,44.865806,-91.484256
EBA,42.760277,10.239445
EBB,0.042386,32.443503
EBD,13.153219,30.232675
EBG,7.596469,-74.808942
EBJ,55.525942,8.553403
EBL,36.23,43.97
EBM,31.704281,9.254619
EBN,9.333,166.8
EBO,4.667,168.7
EBR,30.53,-91.15
EBS,42.47,-93.8
EBU,45.540554,4.296389
EBW,2.85,11.18
ECA,-50.280322,-72.053103
ECG,36.260581,-76.174572
ECH,-36.157222,144.761944
ECN,35.15,33.5
ECO,-1.617,-73.23
ECR,2.5,-78
ECS,43.88,-104.3
