ICAO;IATA;Name;Country
;NZO;Nzoia Airport;KE
;UKA;Ukunda Airport;KE
;BPU;Beppu Airport ;JP
;DNA;Kadena Ab ;JP
;HIW;Hiroshima West Airport;JP
;IIN;Nishinoomote;JP
;KMQ;Komatsu ;JP
;KUJ;Kushimoto Airport;JP
;NTQ;Wajima;JP
;OMJ;Omura Airport;JP
;QCB;Off-Line Point;JP
;QEB;Off-Line Point;JP
;QFY;Off-Line Point;JP
;QGT;Off-Line Point;JP
;QGZ;Off-Line Point;JP
;QIS;Off-Line Point;JP
;QKY;Off-Line Point;JP
;QNG;Off-Line Point;JP
;QNZ;Off-Line Point;JP
;QOM;Off-Line Point;JP
;QOO;Off-Line Point;JP
;QOT;Off-Line Point;JP
;QSZ;Off-Line Point;JP
;QTM;Off-Line Point;JP
;QTY;Off-Line Point;JP
;SDO;Ryotsu Sado Island;JP
;SDS;Sado Shima;JP
;SPK;Metropolitan Area ;JP
;TYO;Metropolitan Area ;JP
;UKB;Kobe;JP
;UKY;Kyoto Airport;JP
;XEI;Off-Line Point;JP
;XZJ;Rail (Generic);JP
;YOK;Yokohoma Airport;JP
;QMD;Off-Line Point;JO
;QZA;Off-Line Point;JO
;MVJ;Marlboro;JM
;CDF;Fiames;IT
;ISH;Ischia;IT
;JLO;Jesolo Airport;IT
;MIL;Metropolitan Area ;IT
;PEJ;Peschiei Airport;IT
;QAD;Off-Line Point;IT
;QAL;Off-Line Point;IT
;QAO;Off-Line Point;IT
;QAQ;Off-Line Point;IT
;QBV;Off-Line Point;IT
;QCL;Off-Line Point;IT
;QCS;Off-Line Point;IT
;QCZ;Off-Line Point;IT
;QEA;Off-Line Point;IT
;QEZ;Off-Line Point;IT
;QGO;Off-Line Point;IT
;QIC;Off-Line Point;IT
;QLN;Off-Line Point;IT
;QLP;Off-Line Point;IT
;QMM;Marina Di Massa Airport;IT
;QMR;Off-Line Point;IT
;QNO;Off-Line Point;IT
;QNU;Off-Line Point;IT
;QOP;Off-Line Point;IT
;QPR;Off-Line Point;IT
;QRG;Off-Line Point;IT
;QSS;Off-Line Point;IT
;QTC;Off-Line Point;IT
;QTI;Off-Line Point;IT
;QTX;Off-Line Point;IT
;QVN;Off-Line Point;IT
;QXE;Off-Line Point;IT
;QZR;Off-Line Point;IT
;RAN;Ravenna ;IT
;RRO;Sorrento Airport;IT
;SWK;Segrate Airport;IT
;TQR;San Domino Island Airport ;IT
;UDN;Udine Airfield;IT
;VIF;Vieste Airport;IT
;XIK;Central Station;IT
;XIX;Porta Nuova Rail Station;IT
;XRJ;Termini Rail Station;IT
;XVQ;Santa Lucia Rail Station;IT
;XVY;Mestre Rail Station;IT
;ZAK;Chiusa/Klausen;IT
;ZBN;Bozen Bus Station;IT
;ZIA;Off-Line Point;IT
;ZIE;Vulcano Harbour;IT
;ZIP;Lipari Harbour;IT
;ZIQ;Salina Harbour;IT
;ZJE;Panarea Harbour;IT
;ZJJ;Procida Harbour;IT
;ZJX;Stromboli Harbour;IT
;ZJY;Ponza Harbour;IT
;ZMF;Beverello Harbor;IT
;ZMI;Mergellina Railway Sta;IT
;ZMJ;Mergellina Harbour;IT
;ZMO;Modena Bus Station;IT
;ZMR;Meran Bus Station;IT
;ZRR;Fiumicino Harbour;IT
;ZTC;Turin Bus Service ;IT
;FAS;Faskrudsfjordur ;IS
;FLI;Flateyri;IS
;GUU;Grundarf Jordur Airport;IS
;HVM;Hvammstangi Airport;IS
;OFJ;Olafsfjordur Airport;IS
;SEJ;Seydisfjordur ;IS
;SUY;Sudureyri ;IS
;TLK;Talknafjordur Airport;IS
;BBL;Babol Sar, Iran ;IR
;DEF;Dezful Airport;IR
;HDR;Havadarya Airport;IR
;KHA;Khaneh Airport;IR
;KNR;Jam Airport;IR
;NSH;Nowshahr, Iran;IR
;QBR;Off-Line Point;IR
;QHK;Off-Line Point;IR
;QKC;Off-Line Point;IR
;QUM;Off-Line Point;IR
;WPS;Off-Line Point;IR
;BMN;Bamerny Airport;IQ
;AKD;Akola Airport;IN
;BEK;Rae Bareli;IN
;BEP;Bellary Airport;IN
;BKB;Bikaner ;IN
;CBD;Car Nicobar Airport;IN
;CDP;Cuddapah;IN
;COH;Cooch Behar ;IN
;DAI;Darjeeling Airport;IN
;DBD;Dhanbad Airport;IN
;DEP;Deparizo Airport;IN
;GUX;Guna Airport;IN
;GWL;Gwalior ;IN
;HBX;Hubli ;IN
;HSS;Hissar Airport;IN
;ISK;Gandhinagar ;IN
;JDH;Jodhpur ;IN
;JGA;Govardhanpur;IN
;JSA;Jaisalmer ;IN
;KLH;Kolhapur;IN
;KNU;Chakeri ;IN
;LDA;Malda Airport;IN
;MOH;Mohanbari Airport;IN
;MYQ;Mysore Airport;IN
;MZA;Muzaffarnagar Airport;IN
;NDC;Nanded Airport;IN
;NVY;Neyveli Airport;IN
;PNY;Pondicherry Airport;IN
;PUT;Puttaprathe Airport;IN
;PYB;Jeypore ;IN
;QJU;Off-Line Point;IN
;QNB;Off-Line Point;IN
;QNF;Off-Line Point;IN
;QNW;Off-Line Point;IN
;REW;Rewa, India;IN
;RGH;Balurghat Airport ;IN
;RJA;Rajahmundry Airport ;IN
;RJI;Rajouri Airport;IN
;RMD;Ramagundam;IN
;RRK;Rourkela;IN
;RTC;Ratnagiri ;IN
;SLV;Simla ;IN
;SSE;Sholapur Airport;IN
;STV;Surat ;IN
;SXV;Salem Airport;IN
;TCR;Tuticorin Airport;IN
;TJV;Thanjavur Airport;IN
;WGC;Warangal Airport;IN
;XXB;Off-Line Point;IN
;GHK;Gush Katif Airport;IL
;SED;Sedom ;IL
;YOT;Yotvata Airport ;IL
;CHE;Caherciveen ;IE
;IIA;Inishmaan Airport;IE
;LMK;Off-Line Point;IE
;LTR;Letterkenny Airport;IE
;WEX;Castlebridge Airport;IE
;ZSL;Sligo Bus Station;IE
;AAS;Apalapsili;ID
;AGD;Anggi ;ID
;AYW;Ayawasi ;ID
;BEJ;Berau ;ID
;BJG;Bolaang Airport;ID
;BJK;Benjina ;ID
;BJW;Bajawa Airport;ID
;BTW;Batulicin Airport ;ID
;BXB;Babo;ID
;BXD;Bade;ID
;BXM;Batom ;ID
;BXT;Bontang Airport;ID
;BYQ;Bunyu Airport;ID
;CBN;Cirebon ;ID
;CPF;Cepu Airport;ID
;DOB;Dobo Airport;ID
;DRH;Dabra Airport ;ID
;DTD;Datadawai ;ID
;DUM;Dumai ;ID
;ELR;Elelim, Irian Jaya Airport;ID
;ENE;Ende;ID
;EWE;Ewer;ID
;FOO;Numfoor ;ID
;GAV;Gag Island Airport;ID
;GEB;Gebe;ID
;ILA;Illaga;ID
;IUL;Ilu ;ID
;JKT;Metropolitan Area ;ID
;JOG;Adisutjipto ;ID
;KAZ;Kau ;ID
;KBF;Karubaga;ID
;KBX;Kambuaya;ID
;KCI;Kon Airport;ID
;KEA;Keisah Airport;ID
;KEI;Kepi;ID
;KEQ;Kebar ;ID
;KLQ;Keluang ;ID
;KMM;Kimam ;ID
;KOD;Kotabangun Airport;ID
;KWB;Karimunjawa Airport;ID
;LBJ;Labuan Bajo ;ID
;LHI;Lereh ;ID
;LII;Mulia ;ID
;LLN;Kelila Airport;ID
;LPU;Longapung ;ID
;LSX;Lhok Sukon;ID
;LUV;Langgur ;ID
;LWE;Lewoleba;ID
;LYK;Lunyuk Airport;ID
;MDP;Mindiptana;ID
;MEQ;Seunagan Airport;ID
;MJU;Mamuju Airport;ID
;MJY;Mangunjaya;ID
;MNA;Melangguane ;ID
;MPC;Muko-Muko Airport;ID
;MSI;Masalembo Airport;ID
;MUF;Muting Airport;ID
;MXB;Masamba Airport;ID
;NAF;Banaina Airport ;ID
;NAH;Naha;ID
;NDA;Bandanaira Airport;ID
;NKD;Sinak, Irian Jaya Airport ;ID
;NNX;Nunukan ;ID
;NPO;Nangapinoh Airport;ID
;NRE;Namrole Airport ;ID
;NTI;Bintuni ;ID
;OBD;Obano ;ID
;OKL;Oksibil ;ID
;OKQ;Okaba ;ID
;ONI;Moanamani ;ID
;OTI;Morotai Island Airport;ID
;PCB;Pondok Cabe Airport;ID
;PDO;Pendopo Airport;ID
;PPJ;Pulau Panjang Airport;ID
;PSU;Putussibau;ID
;XXJ;Deli Railway;HU
;XXQ;Keleti Railway;HU
;ZFP;Off-Line Point;HU
;CYA;Les Cayes Airport ;HT
;JAK;Jacmel;HT
;JEE;Jeremie ;HT
;PAX;Port De Paix;HT
;AHS;Ahuas ;HN
;BHG;Brus Laguna ;HN
;CDD;Cauquira Airport;HN
;CYL;Coyoles Airport;HN
;EDQ;Erandique Airport;HN
;GAC;Gracias ;HN
;GUO;Gualaco Airport;HN
;IRN;Iriona Airport;HN
;LLH;Las Limas Airport;HN
;LMH;Limon Airport;HN
;LUI;La Union Airport;HN
;OAN;Olanchito Airport;HN
;PCH;Palacios;HN
;RUY;Copan Airport;HN
;TCF;Tocoa Airport;HN
;UII;Utila Island;HN
;XPL;Palmerola Air Base;HN
;HHP;Hong Kong Heliport;HK
;KTZ;Kwun Tong Airport;HK
;QDM;Off-Line Point;HK
;XFT;Off-Line Point;HK
;XKT;Off-Line Point;HK
;ZJK;Off-Line Point;HK
;ZTW;Tsuen Wan Railway Service;HK
;ZZQ;Off-Line Point;HK
;KKG;Konawaruk Airport;GY
;NAI;Annai Airport;GY
;OGL;Ogle Airport;GY
;PIQ;Pipillipai Airport;GY
;QSX;Off-Line Point;GY
;SKM;Skeldon Airport;GY
;BQE;Bubaque Airport ;GW
;CIQ;Chiquimula Airport;GT
;CMM;Carmelita ;GT
;CTF;Coatepeque Airport;GT
;DON;Dos Lagunas ;GT
;ENJ;El Naranjo Airport;GT
;LCF;Las Vegas Airport ;GT
;MCR;Melchor De Menco;GT
;PCG;Paso Caballos ;GT
;PKJ;Playa Grande Airport;GT
;UAX;Uaxactun Airport;GT
;DRM;Drama Airport;GR
;JSS;Spetsai Island Airport;GR
;ZKR;Off-Line Point;GR
;ZKT;Off-Line Point;GR
;HTB;Terre-de-Bas Airport;GP
;MSB;Marigot ;GP
;SBI;Sambailo Airport;GN
;DUN;Dundas;GL
;JCH;Christianshaab;GL
;JFR;Frederikshaab ;GL
;JGO;Qeqertarsuaq;GL
;JGR;Gronnedal/Ivigtut ;GL
;JNN;Nanortalik;GL
;JNS;Narsaq-Hlpt ;GL
;JRK;Arsuk ;GL
;LLU;Alluitsup Paa Airport ;GL
;OBY;Ittoqqortoormiit Airport;GL
;QCU;Heliport;GL
;QEY;Off-Line Point;GL
;QFI;Heliport;GL
;QFN;Off-Line Point;GL
;QFX;Off-Line Point;GL
;QGQ;Attu Heliport ;GL
;QGR;Off-Line Point;GL
;QJE;Heliport;GL
;QJF;Atammik Offline Point;GL
;QJG;Off-Line Point;GL
;QJH;Off-Line Point;GL
;QJI;Heliport;GL
;QJT;Off-Line Point;GL
;QKT;Off-Line Point;GL
;QMK;Heliport;GL
;QOQ;Saarloq;GL
;QPW;Heliport;GL
;QRY;Ikerasaarsuk Heliport ;GL
;QUP;Saqqaq Heliport ;GL
;QUV;Off-Line Point;GL
;QUW;Off-Line Point;GL
;UMD;Uummannaq ;GL
;XEO;Oquatsut Harbour Airport;GL
;XEQ;Tasiuasaq Harbour Airport;GL
;XIQ;Ilimanaq Harbour Airport;GL
;QKR;Off-Line Point;GF
;CRU;Carriacou ;GD
;ADV;Andover ;GB
;BRF;Bradford Airport;GB
;BSH;Brighton;GB
;BUT;Burtonwood;GB
;CRN;Cromarty Airport;GB
;DOC;Dornoch Airport;GB
;EWY;Greenham Royal Air Force;GB
;FEA;Fetlar, Shetland Is.;GB
;FKH;Sculthorp Royal Air Force;GB
;FLH;Flotta Airport;GB
;FWM;Fort WilliamHeliport;GB
;GSY;Binbrook Airport;GB
;GXH;Mildenhall NAF;GB
;HEN;Hendon;GB
;HOY;Hoy Island;GB
;HRT;RAF Linton-on-Ouse - Linton-on-Ouse, England ;GB
;KYN;Milton Keynes Airport;GB
;LON;Metropolitan Area ;GB
;LPH;Lochgilphead Heliport;GB
;OHP;Oban Heliport;GB
;OKH;Cottesmor Royal Air Force;GB
;OUK;Outer Skerries;GB
;PME;Portsmouth;GB
;PSV;Papa Stour;GB
;QDH;Ashford International Rail Station;GB
;QEW;Off-Line Point;GB
;QQH;Harwich Rail Station;GB
;QQR;Ramsgate Rail Station;GB
;QQS;London St. Pacras;GB
;RAY;Rothesay;GB
;SDZ;Metropolitan Area;GB
;SKL;Broadford ;GB
;TTK;Railway Service;GB
;ULL;Mull Airport;GB
;UPV;Upavon Airport;GB
;WEM;West Malling;GB
;WHS;Whalsay, Shetland Is;GB
;XGM;Grantham Rail Station;GB
;XHU;Huntingdon Rail Station;GB
;XMZ;Macclesfield Rail Station;GB
;XNE;Newport (Gwent) Rail Station;GB
;XNK;Newark Northgate Rail Station;GB
;XNM;Nottingham Rail Station;GB
;XNV;Nuneaton Rail Station;GB
;XPF;Penrith Rail Station;GB
;XPT;Preston Rail Service;GB
;XPW;Didcot Parkway Rail Station;GB
;XQB;Basingstoke Rail Station;GB
;XQD;Bedford Rail Station;GB
;XQG;Berwick Rail Station;GB
;XQH;Nottingham Rail Station;GB
;XQI;Loughborough Rail Station;GB
;XQL;Lancaster Rail Station;GB
;XQM;Market Harborough Rail Station;GB
;XQT;Lichfield T.V. Rail Station;GB
;XQW;Motherwell Rail Station;GB
;XRC;Runcorn Rail Station;GB
;XRE;Off-Line Point;GB
;XRG;Rugeley Rail Station;GB
;XRU;Rugby Rail Station;GB
;XSR;Salisbury Rail Station;GB
;XTK;Thirsk Rail Station;GB
;XVA;Stockport Rail Station;GB
;XVB;Stafford Rail Station;GB
;XVC;Crewe Rail Station;GB
;XVJ;Stevenage Rail Station;GB
;XVU;Durham Rail Station;GB
;XWB;Stirling Rail Station ;GB
;XWD;Wakefield Westgate Rail Station ;GB
;XWE;Wellingborough Rail Station;GB
;XWH;Stoke On Trent Rail Station ;GB
;XWI;Wigan NW Railway;GB
;XWN;WarringtonB. Q. Rail Station;GB
;XWO;Woking Rail Station;GB
;XWS;Swindon Rail Station;GB
;ZBC;Colmore Row Bus Station;GB
;ZDU;Dundee Scot Rail;GB
;ZEP;Victoria Railway Station;GB
;ZEQ;Dewsbury Bus Station;GB
;ZFC;Bradford Bus Station;GB
;ZFG;Sheffield Bus Service;GB
;ZFH;Milton Keynes Bus Service;GB
;ZFI;Chesterfield Bus Service;GB
;ZGB;Nottingham Bus Station;GB
;ZGG;Glasgow ScotRail;GB
;ZIV;Inverness Scot Rail;GB
;ZLS;Liverpool Street Stn. Railway Service;GB
;ZLX;British Rail Terminal;GB
;ZLZ;Leeds Bus Service;GB
;ZMA;Mansfield Bus Service;GB
;ZXE;Sculthorpe Usaf Met ;GB
;ZXP;Perth Scot Rail;GB
;AKE;Akieni;GA
;AWE;Alowe ;GA
;BAW;Biawonque Airport;GA
;BGB;Booue Airport;GA
;BGP;Bongo Airport;GA
;GAX;Gamba ;GA
;GIM;Miele Mimbale Airport;GA
;GKO;Kongoboumba Airport;GA
;IGE;Iguela;GA
;KMD;Mandji Airport;GA
;LEO;Leconi Airport;GA
;MBC;Mbigou Airport;GA
;MDV;Medouneu;GA
;MGO;Manega Airport;GA
;MVG;Mevang Airport;GA
;MVX;Minvoul Airport;GA
;NKA;Nkan Airport;GA
;OUU;Ouanga;GA
;OWE;Owendo Airport;GA
;WGY;Wagny Airport;GA
;ZKM;Sette Cama Airport;GA
;AVF;Avoriaz Airport;FR
;DLP;Disneyland Paris Airport;FR
;DXA;Deux Alpes Airport;FR
;FRJ;Frejus;FR
;JAH;Agora Helipad;FR
;JDP;Heliport De Paris;FR
;JEV;Evry Heliport;FR
;JLP;Juan Les Pins Airport;FR
;JPU;La Defense Heliport;FR
;PAR;Metropolitan Area ;FR
;QAI;Off-Line Point;FR
;QBH;Off-Line Point;FR
;QBM;Off-Line Point;FR
;QFC;Off-Line Point;FR
;QJZ;Nantes Railway Service;FR
;QMU;Off-Line Point;FR
;QNL;Off-Line Point;FR
;QUX;Off-Line Point;FR
;QVI;Off-Line Point;FR
;QXG;Angers Rail Station ;FR
;QXK;Saint Genis Bus Service;FR
;QYW;Cannes Vieux Port Ferry Service;FR
;QZF;Off-Line Point;FR
;QZV;Off-Line Point;FR
;SCP;Saint Crepin Airport;FR
;SEC;Serre Chevalier Airport;FR
;SXD;Sophia Antipolis Airport;FR
;TGF;Tignes Airport;FR
;VAZ;Val DIsere Airport;FR
;VTL;Vittel Airport;FR
;XAG;Off-Line Point;FR
;XAI;Off-Line Point;FR
;XAT;Off-Line Point;FR
;XBA;Off-Line Point;FR
;XBC;Off-Line Point;FR
;XBH;Off-Line Point;FR
;XBI;Off-Line Point;FR
;XBM;Off-Line Point;FR
;XBS;Off-Line Point;FR
;XBT;Off-Line Point;FR
;XBU;Off-Line Point;FR
;XBY;Off-Line Point;FR
;XBZ;Off-Line Point;FR
;XCE;Off-Line Point;FR
;XCF;Off-Line Point;FR
;XCG;Off-Line Point;FR
;XCQ;Off-Line Point;FR
;XCS;Off-Line Point;FR
;XCT;Off-Line Point;FR
;XCU;Off-Line Point;FR
;XCV;Off-Line Point;FR
;XCW;Off-Line Point;FR
;XDB;Lalle ;FR
;XDI;Off-Line Point;FR
;XDN;Off-Line Point;FR
;XEB;Off-Line Point;FR
;XED;Disneyland Railway Service;FR
;XER;Strasbourg Bus Station;FR
;XEX;Aerogare des Invalides;FR
;XFA;Lille Flanders Rail Service;FR
;XFB;Off-Line Point;FR
;XFF;Frethun Rail Station;FR
;XFX;Off-Line Point;FR
;XGB;Gare Montparnasse Airport;FR
;XGF;Off-Line Point;FR
;XGV;Off-Line Point;FR
;XHK;Railway Service;FR
;XHP;Gare de lEst Rail Station;FR
;XHY;Off-Line Point;FR
;XJT;Tours Rail Station;FR
;XJZ;Off-Line Point;FR
;XLA;Off-Line Point;FR
;XLD;Off-Line Point;FR
;XLI;Off-Line Point;FR
;XLT;Off-Line Point;FR
;XLX;Off-Line Point;FR
;XMQ;Off-Line Point;FR
;XMT;Off-Line Point;FR
;XOP;Poitiers Rail Station ;FR
;XOY;Off-Line Point;FR
;XPG;Gare Du Nord Rail Station ;FR
;XPJ;Railway Service ;FR
;XPM;Off-Line Point;FR
;XPS;Off-Line Point;FR
;XPV;Off-Line Point;FR
;XPZ;Saint Tropez Harbour Ferry Service;FR
;XQY;Off-Line Point;FR
;XRF;Railway Service ;FR
;XRI;Off-Line Point;FR
;XRM;Off-Line Point;FR
;XRS;Off-Line Point;FR
;XRT;Off-Line Point;FR
;XRX;Off-Line Point;FR
;XSB;Off-Line Point;FR
;XSF;Off-Line Point;FR
;XSH;Railway Service ;FR
;XSQ;Off-Line Point;FR
;XSV;Off-Line Point;FR
;XSX;Off-Line Point;FR
;XSY;Off-Line Point;FR
;XTE;Off-Line Point;FR
;XTN;Off-Line Point;FR
;XTS;Off-Line Point;FR
;XTT;Etoile Bus Service;FR
;XTU;Off-Line Point;FR
;XUY;Off-Line Point;FR
;XVD;Off-Line Point;FR
;XVE;Off-Line Point;FR
;XVP;Off-Line Point;FR
;XVR;Off-Line Point;FR
;XVT;Off-Line Point;FR
;XYD;Lyon Part-Dieu Rail Service ;FR
;XYL;Lyon Perrache Rail Service;FR
;XYV;Satolas Rail Service;FR
;XZN;Avignon  Railway Service;FR
;ZAF;Arles Railway Service;FR
;ZBH;Severac Le Chateau Railway Service;FR
;ZFJ;Gare De Rennes Rail Station ;FR
;ZFQ;Gare De Bordeaux Rail Station ;FR
;ZLN;Le Mans Rail Station;FR
;ZYN;Railway Station;FR
;ULI;Ulithi;FM
;PSY;Port Stanley;FK
;AQS;Saqani Airport;FJ
;BXL;Blue Lagoon Airport;FJ
;KDV;Kandavu ;FJ
;KVU;Korolevu Airport;FJ
;LUC;Laucala Island;FJ
;NTA;Natadola Airport;FJ
;PHR;Deuba ;FJ
;TTL;Turtle Island ;FJ
;QVD;Off-Line Point;FI
;QVF;Off-Line Point;FI
;QVK;Off-Line Point;FI
;QVM;Off-Line Point;FI
;QVS;Off-Line Point;FI
;QVT;Off-Line Point;FI
;QVV;Off-Line Point;FI
;QVW;Off-Line Point;FI
;QVY;Kouvola Bus Station;FI
;QVZ;Off-Line Point;FI
;QXI;Off-Line Point;FI
;QXJ;Off-Line Point;FI
;QZJ;Off-Line Point;FI
;QZK;Off-Line Point;FI
;QZU;Off-Line Point;FI
;XGQ;Bus Service;FI
;XGX;Bus Service;FI
;XHA;Bus Service;FI
;XHC;Bus Service;FI
;XHD;Bus Service;FI
;XPY;Pyha Bus Service;FI
;XQS;Sotkamo Bus Service;FI
;XTP;Bus Service;FI
;XVM;Vuokatti Bus Service;FI
;ZLV;Luosto Bus Service;FI
;ALK;Asela ;ET
;AMH;Arba Mintch ;ET
;AWH;Awareh Airport - Awareh, Ethiopia ;ET
;BCO;Jinka ;ET
;BCY;Bulchi Airport;ET
;DBT;Debra Tabor ;ET
;DEM;Dembidollo;ET
;DGC;Degahbur;ET
;DSE;Combolcha ;ET
;EGL;Neghelli;ET
;ETE;Genda Wuha;ET
;FNH;Fincha Airport;ET
;GHD;Ghimbi Airport;ET
;GLC;Geladi;ET
;GNN;Ghinnir Airport;ET
;GOB;Goba;ET
;HIL;Shillavo;ET
;LFO;Kelafo Airport;ET
;MHJ;Misrak Gashamo Airport;ET
;MKD;Chagni Airport;ET
;MKS;Mekane Selam;ET
;MTF;Mizan Teferi;ET
;MUJ;Mui ;ET
;MYS;Moyale;ET
;MZX;Mena Airport;ET
;NDM;Mendi ;ET
;NEJ;Nejjo Airport;ET
;NEK;Nekempti;ET
;OTA;Mota;ET
;PWI;Pawi;ET
;SHC;Shire Indaselassie;ET
;SKR;Shakiso Airport;ET
;SQJ;Shehdi Airport;ET
;SXU;Soddu Airport;ET
;SZE;Semera Airport;ET
;TIE;Tippi ;ET
;TUJ;Tum ;ET
;WAC;Waca Airport;ET
;WRA;Warder Airport;ET
;XBL;Buno Bedelle Airport;ET
;AEI;Algeciras Airport;ES
;CDZ;Cadiz Airport;ES
;FGR;Fuengirola Airport;ES
;HEV;Huelva Airport;ES
;LEU;Seo De Urgel;ES
;NDO;La Palma Del Condado Airport;ES
;OZI;Bobadilla Airport;ES
;OZU;Montilla Airport;ES
;PXS;Puerto De Santa Maria Airport;ES
;QFU;Off-Line Point;ES
;QIJ;Off-Line Point;ES
;QIU;Off-Line Point;ES
;QJR;Off-Line Point;ES
;QLQ;Off-Line Point;ES
;QLY;Off-Line Point;ES
;QRL;Off-Line Point;ES
;QUQ;Off-Line Point;ES
;QUZ;Off-Line Point;ES
;QWT;Off-Line Point;ES
;QWW;Off-Line Point;ES
;QWX;Off-Line Point;ES
;RRA;Ronda Airport;ES
;SPO;San Pablo Airport;ES
;TCI;Metropolitan Area ;ES
;UER;Puertollano Airport;ES
;UPC;Puerto La Cruz Airport;ES
;UTL;Torremolinos Airport;ES
;XJB;Bus  Service;ES
;ZRC;San Pedro de Alcantara Bus Station;ES
;CJI;Ciudad Real Airport;ES
;AUE;Abu Rudeis Airport;EG
;EMY;El Minya;EG
;QDX;Off-Line Point;EG
;QEK;Off-Line Point;EG
;QGX;Off-Line Point;EG
;QHX;Off-Line Point;EG
;QIV;Off-Line Point;EG
;QSU;Off-Line Point;EG
;QUD;Off-Line Point;EG
;SEW;Siwa;EG
;SQK;Sidi Barani Airport;EG
;QUF;Pirita Harbour Airport;EE
;BHA;Bahia De Caraquez ;EC
;ESM;Gen Rivadeneira ;EC
;LOH;Loja;EC
;PYO;Putumayo Airport;EC
;SUQ;Sucua Airport;EC
;TPN;Tiputini Airport;EC
;TSC;Taisha;EC
;WGL;Off-Line Point;EC
;WSE;Off-Line Point;EC
;CFK;Abou Bakr Belkaid;DZ
;GBB;Gara Djebilet ;DZ
;HRM;Tilrempt Airport;DZ
;MQV;Mostaganem Airport;DZ
;MUW;Mascara ;DZ
;MZW;Mechria Airport ;DZ
;QAE;Off-Line Point;DZ
;QAG;Off-Line Point;DZ
;QAN;Off-Line Point;DZ
;QBJ;Off-Line Point;DZ
;QBP;Off-Line Point;DZ
;QBZ;Off-Line Point;DZ
;QDT;Off-Line Point;DZ
;QDZ;Off-Line Point;DZ
;QED;Off-Line Point;DZ
;QEH;Off-Line Point;DZ
;QFD;Off-Line Point;DZ
;QGE;Off-Line Point;DZ
;QGM;Off-Line Point;DZ
;QIL;Off-Line Point;DZ
;QIM;Off-Line Point;DZ
;QIO;Off-Line Point;DZ
;QKJ;Off-Line Point;DZ
;QLD;Off-Line Point;DZ
;QLK;Off-Line Point;DZ
;QMG;Off-Line Point;DZ
;QMH;Off-Line Point;DZ
;QMW;Off-Line Point;DZ
;QOL;Off-Line Point;DZ
;QOU;Off-Line Point;DZ
;QOZ;Off-Line Point;DZ
;QSK;Off-Line Point;DZ
;QVX;Off-Line Point;DZ
;QZI;Off-Line Point;DZ
;QZN;Relizane Airport;DZ
;TAF;Tafaraoui Airport;DZ
;EPS;El Portillo Airport ;DO
;SJM;San Juan De La M. ;DO
;QFH;Frederikshavn Bus Service;DK
;QHJ;Hjoerring  Z4 Bus Service;DK
;QJV;Skagen Z7 Limousine Service;DK
;QJW;Kjellerup Bus Service;DK
;QSG;Off-Line Point;DK
;QWO;Holstebro Bus Service;DK
;QWQ;Struer Bus Service;DK
;QXF;Vestbjerg Z1 Bus Service;DK
;QXV;Svendborg Railway Service;DK
;QYQ;Sulsted Z2 Bus Service;DK
;VEJ;Vejle Airport;DK
;XAH;Silkeborg Railway Service;DK
;XAJ;Hirtshals Z5 Bus Service;DK
;XAK;Herning Railway Service;DK
;XAQ;Broenderslev  Z3 Bus Service;DK
;XJE;Vojens Railway Service;DK
;XNR;Aabenraa Bus Service;DK
;XOA;Aalbaek Z6 Bus Service;DK
;XRA;Graasten Bus Service;DK
;XVX;Vejle Railway Service ;DK
;ZAW;Nykobing Mors Bus Service;DK
;ZBB;Esbjerg Railway Service ;DK
;ZBJ;Fredericia Railway Service;DK
;ZBQ;Odense Railway Service;DK
;ZBT;Kolding Railway Service;DK
;ZBU;Aarhus Limo;DK
;ZDY;Ronne Rail Station;DK
;ZFK;Guderup Bus Service;DK
;ZGH;Copenhagen Rail Station ;DK
;ZGX;Viborg Rail Station;DK
;ZIB;Nyborg Rail Station ;DK
;ZID;Aarhus Bus Service;DK
;ZIJ;Sjaelland Rail Station;DK
;ZIL;Bus Service;DK
;ZIM;Odense Bus Service;DK
;ZJH;Aarhus Rail Station ;DK
;ZKN;Skive Rail Station;DK
;ZTG;Aalborg Rail Station;DK
;MHI;Musha Airport;DJ
;OBC;Obock Airport;DJ
;TDJ;Tadjoura Airport;DJ
;BER;Metropolitan Area ;DE
;CSO;Cochstedt Airport;DE
;DUI;Duisburg Hbf;DE
;FCN;Cuxhaven/Nordholz Airport;DE
;GHF;Giebelstadt Airport;DE
;GMY;Rheindahlen Airport;DE
;IES;Riesa Airport;DE
;KLT;Kaiserslauten ;DE
;KOQ;Koethen Airport;DE
;KZG;Kitzingen Airport;DE
;NOE;Norddeich Airport;DE
;PHM;Boeblingen Airport;DE
;QBO;Railway Station;DE
;QDU;Duesseldorf-Main Rr ;DE
;QEI;Off-Line Point;DE
;QEX;Off-Line Point;DE
;QFL;Off-Line Point;DE
;QFZ;Saubruchen Hbf Rr ;DE
;QGV;Neu Isenburg Airport;DE
;QHQ;Off-Line Point;DE
;QHU;Off-Line Point;DE
;QII;Off-Line Point;DE
;QIP;Off-Line Point;DE
;QKL;Cologne-Main Rr ;DE
;QKU;Cologne Railway Service ;DE
;QLH;Off-Line Point;DE
;QOG;Off-Line Point;DE
;QRB;Off-Line Point;DE
;QSH;Off-Line Point;DE
;QUA;Off-Line Point;DE
;QUL;Off-Line Point;DE
